FindingID,ReviewID,Protocol,InterventionID,Intervention_Name,Comparison,OutcomeMeasureID,Outcome_Measure,Outcome_Domain,Period,Sample_Description,Is_Subgroup,Outcome_Sample_Size,Outcome_Measure_Intervention_Sample_Size,Outcome_Measure_Comparison_Sample_Size,Intervention_Clusters_Sample_Size,Comparison_Clusters_Sample_Size,Intervention_Mean,Comparison_Mean,Intervention_Standard_Deviation,Comparison_Standard_Deviation,Effect_Size_Study,Effect_Size_WWC,Improvement_Index,p_Value_Study,p_Value_WWC,ICC,Clusters_Total,Is_Statistically_Significant,Finding_Rating,ESSA_Rating,L1_Unit_of_Analysis,FavorableUnfavorableDesignation
48629,1910898,Review of Individual Studies,1769,Early College Pathways,Business as usual,24887,High school grade point average (GPA),Secondary school academic achievement,0 Days,Full sample,FALSE,146,73,73,73,73,2.73,2.3,0.63,0.92,,0.504678968,19,0.001,0.002729718,,,TRUE,2,Evidence Tier 3,Student,
48633,1910898,Review of Individual Studies,1769,Early College Pathways,Business as usual,25027,Disciplinary incident rate,Educator discipline practice,0 Days,Full sample,FALSE,146,73,73,73,73,0.01,0.066,0.117,0.345,,0.505890016,19,0.003,0.002667949,,,TRUE,2,Evidence Tier 3,Student,
48634,1910898,Review of Individual Studies,1769,Early College Pathways,Business as usual,17773,Attendance rate,School Attendance,0 Days,Full sample,FALSE,146,73,73,73,73,0.941,0.88,0.052,0.082,,0.217332489,9,0.193,0.191250639,,,FALSE,2,,Student,
48647,1910842,Review of Individual Studies,1792,Early College Expansion Partnership,Business as usual,24966,Cohort dropout rate,Staying in Secondary School,0 Days,Overall - ELL students,TRUE,3116,1553,1563,14,15,4.4,5.2,,,,0.106312263,4,0.49,0.826488155,,,FALSE,2,,Student,
48648,1910842,Review of Individual Studies,1792,Early College Expansion Partnership,Business as usual,24966,Cohort dropout rate,Staying in Secondary School,0 Days,Overall - Low performing students,TRUE,4876,2610,2266,14,15,4.4,5.9,,,,0.187342429,7,0.023,0.688998608,,,TRUE,2,,Student,
48660,1910649,Assisting Students Struggling with Reading: Intervention in Grades 4-9,738,Wilson Reading System®,Business as usual,22822,Word Attack Subtest: Woodcock Reading Mastery Test-Revised,Word and pseudoword reading,0 Days,Wilson Reading v C5th grade sample,FALSE,91,53,38,53,38,99.5,95.1,15,15,0.29,0.29085446,11,0.05,0.176847141,,,FALSE,2,,Student,
48686,1910845,Review of Individual Studies,1764,Enhanced Units (EU),Business as usual,25086,Biology and U.S. History Combined,Secondary school academic achievement,0 Days,Full sample,FALSE,627,290,337,15,15,65.65,62.66,,,0.14,0.137194903,6,0.516,0.081510208,,,FALSE,1,,Student,
48693,1910647,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2117,SpellRead PAT,Business as usual,16950,"Woodcock Reading Master Test, Revised - Passage Comprehension",Reading Comprehension,0 Days,P.A.T. v C5th grade sample,FALSE,104,59,45,59,45,92.1,91.5,15,15,0.04,0.03970516,2,,0.841414545,,,FALSE,2,,Student,
48704,1910651,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2118,SpellRead PAT plus Corrective Reading plus Wilson Reading,Business as usual,22823,Word Identification Subtest: Woodcock Reading Master Tests - Revised,Word and pseudoword reading,0 Days,Full sample,FALSE,281,167,114,167,114,92.4,91.5,15,15,0.06,0.059838565,2,,0.622802304,,,FALSE,2,,Student,
49277,1910726,Review of Individual Studies,1757,P-TECH 9-14,Business as usual,26639,Cumulative number of New York State Regents Exams passed with a score of 65 or higher,Secondary school academic achievement,1 Year,Overall - Full sample,TRUE,3161,1479,1682,1479,1682,1.3,1.1,1.2,1.2,0.16,0.166627094,6,0.142,1.05612098789676E-05,,,FALSE,1,,Student,
49287,1910726,Review of Individual Studies,1757,P-TECH 9-14,Business as usual,24676,Attendance (out of 180 days),Secondary school attendance,2 Years,Overall - Full sample,TRUE,2027,1044,983,1044,983,74.3,71.2,27.2,27.2,0.11,0.113928372,4,0.004,0.013943472,,,TRUE,1,,Student,
49290,1910726,Review of Individual Studies,1757,P-TECH 9-14,Business as usual,26640,Cumulative number of Math Regents Exams passed with a score of 65 or higher,General Mathematics Achievement,2 Years,Overall - Full sample,TRUE,2164,1090,1074,1090,1074,0.9,0.9,,,0.11,,4,0.191,0.011064482,,,FALSE,1,,Student,
49297,1910726,Review of Individual Studies,1757,P-TECH 9-14,Business as usual,24670,Cumulative Total Credits Earned,Progressing in secondary school or adult education,1 Year,Overall - Stable sample,TRUE,1155,515,640,515,640,12,11.3,,,0.15,,6,0.044,0.011904234,,,TRUE,1,,Student,
49300,1910726,Review of Individual Studies,1757,P-TECH 9-14,Business as usual,26639,Cumulative number of New York State Regents Exams passed with a score of 65 or higher,Secondary school academic achievement,1 Year,Overall - Stable sample,TRUE,1203,529,674,529,674,1.4,1,,,0.39,,15,0.029,1.36853084420352E-10,,,TRUE,1,,Student,
49302,1910726,Review of Individual Studies,1757,P-TECH 9-14,Business as usual,25705,Passed ELA Regents exam to The City University of New York admissions standard,General Literacy Achievement,1 Year,Overall - Stable sample,TRUE,1203,529,674,529,674,12.1,-0.5,,,0.58,,,0.011,,,,TRUE,1,,Student,
49304,1910726,Review of Individual Studies,1757,P-TECH 9-14,Business as usual,24670,Cumulative Total Credits Earned,Progressing in secondary school or adult education,2 Years,Overall - Stable sample,TRUE,1155,515,640,515,640,23.6,21.6,,,0.2,,8,0.005,0.000849274,,,TRUE,1,,Student,
49309,1910726,Review of Individual Studies,1757,P-TECH 9-14,Business as usual,25705,Passed ELA Regents exam to The City University of New York admissions standard,General Literacy Achievement,2 Years,Overall - Stable sample,TRUE,1203,529,674,529,674,45,23.3,,,0.54,0.600096244,23,0.0001,7.7937656328686E-14,,,TRUE,1,,Student,
49310,1910726,Review of Individual Studies,1757,P-TECH 9-14,Business as usual,25706,Passed math Regents exam to The City University of New York admissions standard,General Mathematics Achievement,2 Years,Overall - Stable sample,TRUE,1203,529,674,529,674,37.1,31.4,,,0.12,0.153573985,6,0.238,0.039329667,,,FALSE,1,,Student,
49311,1910726,Review of Individual Studies,1757,P-TECH 9-14,Business as usual,24676,Attendance (out of 180 days),Secondary school attendance,2 Years,Overall - Stable sample,TRUE,1135,511,624,511,624,75.4,71,,,0.15,,6,0.003,0.012575574,,,TRUE,1,,Student,
49605,1910888,Review of Individual Studies,1804,Rural Math Innovation Network (RMIN),Business as usual,859,Virginia SOL Algebra Assessment,General Mathematics Achievement,1 Year,Grade 9 Algebra teachers and students; only,FALSE,520,327,193,9,6,433,433,36,34,0.07,0.067944236,3,0.84,0.790805273,,,FALSE,2,,Student,
45536,1910577,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1330,Passport to Literacy,Business as usual,21543,Letter-Word Identification Subtest: Woodcock-Johnson Tests of Achievement III,Word and pseudoword reading,2 Weeks,Full sample,FALSE,195,97,98,97,98,491.72,494.13,19.11,18.22,0.05,0.04962403,2,0.485,0.729400233,,,FALSE,1,,Student,
45571,1910584,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1332,Comprehension Circuit Training (CCT),Business as usual,18164,Gates-MacGinitie Reading Tests (GMRT-4) reading comprehension subtest,Reading Comprehension,0 Days,Full sample,FALSE,198,95,103,9,7,90.07,88.95,10.99,10.98,,0.10156845,4,,0.697369598,0.2,,FALSE,1,,Student,
45572,1910584,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1332,Comprehension Circuit Training (CCT),Business as usual,17125,Group Reading Assessment and Diagnostic Evaluation (GRADE): Passage Comprehension subtest,Reading Comprehension,0 Days,Full sample,FALSE,198,95,103,9,7,93.59,92.18,9.38,10.49,,0.140838879,6,,0.590044862,0.2,,FALSE,1,,Student,
45709,1910587,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2062,"Reading intervention (Vaughn, Cirino, et al. (2010))",Business as usual,17125,Group Reading Assessment and Diagnostic Evaluation (GRADE): Passage Comprehension subtest,Reading Comprehension,0 Days,Full sample,FALSE,326,212,114,212,114,88.87,88.32,8.4,8.4,0.06,0.065324508,3,,0.574318955,,,FALSE,2,,Student,
45710,1910587,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2062,"Reading intervention (Vaughn, Cirino, et al. (2010))",Business as usual,21546,Passage Comprehension Subtest: Woodcock-Johnson Tests of Achievement III,Reading Comprehension,0 Days,Full sample,FALSE,301,195,106,195,106,89.35,87.47,8.9,11.6,0.19,0.188809402,7,0.072,0.119470768,,,FALSE,2,,Student,
45790,1908415,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2068,Reading intervention 2 (Wanzek & Roberts (2012)),Business as usual,21542,Word Attack Subtest: Woodcock-Johnson Tests of Achievement III,Word and pseudoword reading,2 Weeks,Comprehension emphasis intervention vs. Comparison,FALSE,47,24,23,24,23,98.42,96.39,8.17,8.77,,0.23569029,9,,0.424998681,,,FALSE,1,,Student,
45794,1908415,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2068,Reading intervention 2 (Wanzek & Roberts (2012)),Business as usual,23163,Gates-MacGinitie Reading Tests (GMRT-4) vocabulary subtest,Reading vocabulary,2 Weeks,Comprehension emphasis intervention vs. Comparison,FALSE,47,24,23,24,23,459.67,452.78,17.48,21.13,,0.350092831,14,,0.23987827,,,FALSE,1,,Student,
45797,1908416,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2066,Reading intervention 1 (Wanzek & Roberts (2012)),Business as usual,21546,Passage Comprehension Subtest: Woodcock-Johnson Tests of Achievement III,Reading Comprehension,2 Weeks,Word study emphasis intervention vs. Comparison,FALSE,44,21,23,21,23,84.56418662,81.87,8.78,10.67,,0.269552237,11,,0.378917825,,,FALSE,2,,Student,
45798,1908416,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2066,Reading intervention 1 (Wanzek & Roberts (2012)),Business as usual,23163,Gates-MacGinitie Reading Tests (GMRT-4) vocabulary subtest,Reading vocabulary,2 Weeks,Word study emphasis intervention vs. Comparison,FALSE,44,21,23,21,23,452.4031424,452.78,21.4,21.13,,-0.017408522,-1,,0.954273295,,,FALSE,2,,Student,
48708,1910651,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2118,SpellRead PAT plus Corrective Reading plus Wilson Reading,Business as usual,17125,Group Reading Assessment and Diagnostic Evaluation (GRADE): Passage Comprehension subtest,Reading Comprehension,0 Days,Full sample,FALSE,281,167,114,167,114,92.6,92.3,15,15,0.02,0.019946188,1,,0.86971226,,,FALSE,2,,Student,
48740,1910648,Assisting Students Struggling with Reading: Intervention in Grades 4-9,383,Corrective Reading,Business as usual,22823,Word Identification Subtest: Woodcock Reading Master Tests - Revised,Word and pseudoword reading,0 Days,Corrective Reading v C5th grade sample,FALSE,86,55,31,55,31,92.1,91.8,15,15,0.02,0.019820896,1,,0.929883683,,,FALSE,2,,Student,
48757,1910648,Assisting Students Struggling with Reading: Intervention in Grades 4-9,383,Corrective Reading,Business as usual,24331,Woodcock Reading Mastery Test–Revised (WRMT-R) Passage Comprehension subtest,Reading Comprehension,0 Days,Corrective Reading v C5th grade sample,FALSE,86,55,31,55,31,93.1,91.3,15,15,0.12,0.118925373,5,,0.598118485,,,FALSE,2,,Student,
48786,1910649,Assisting Students Struggling with Reading: Intervention in Grades 4-9,738,Wilson Reading System®,Business as usual,22824,Oral Reading Fluency Subtest: AIMSweb,Passage reading fluency-oral,0 Days,Wilson Reading v C5th grade sample,FALSE,91,53,38,53,38,96.7,96.8,15,15,0,-0.006610329,0,,0.975261104,,,FALSE,2,,Student,
48790,1910650,Assisting Students Struggling with Reading: Intervention in Grades 4-9,229,Failure Free Reading,Business as usual,21574,Test of Word Reading Efficiency (TOWRE)- Phonemic Decoding Efficiency subtest,Word and pseudoword reading,0 Days,Failure Free Reading v C5th grade sample,FALSE,126,61,65,61,65,86.7,85.6,15,15,0.07,0.072888889,3,,0.68342541,,,FALSE,2,,Student,
48791,1910650,Assisting Students Struggling with Reading: Intervention in Grades 4-9,229,Failure Free Reading,Business as usual,22823,Word Identification Subtest: Woodcock Reading Master Tests - Revised,Word and pseudoword reading,0 Days,Failure Free Reading v C5th grade sample,FALSE,126,61,65,61,65,91.2,91.8,15,15,-0.04,-0.039757576,-2,,0.823896116,,,FALSE,2,,Student,
48793,1910650,Assisting Students Struggling with Reading: Intervention in Grades 4-9,229,Failure Free Reading,Business as usual,22824,Oral Reading Fluency Subtest: AIMSweb,Passage reading fluency-oral,0 Days,Failure Free Reading v C5th grade sample,FALSE,126,61,65,61,65,79.15,79.45,47,47,-0.01,-0.006344294,0,,0.971666671,,,FALSE,2,,Student,
48819,1910752,Review of Individual Studies,1754,MyTeachingPartner-Math/Science,Business as usual,24776,Academic Rating Scale - Math,General Mathematics Achievement,0 Days,Overall - Full sample (Year 1),TRUE,618,337,281,64,62,4.06,4.09,0.85,0.77,-0.09,-0.077243338,-3,0.39,0.339934723,0.2,,FALSE,2,,Student,
48826,1910752,Review of Individual Studies,1754,MyTeachingPartner-Math/Science,Business as usual,24781,Academic Rating Scale - Science,General science achievement ,0 Days,Overall - Full sample (Year 2),TRUE,350,175,175,37,32,4.17,3.97,0.69,0.78,0.25,0.287275386,11,0.01,0.007918385,0.2,,TRUE,2,,Student,
48431,1908108,Effective Advising for Postsecondary Students,257,Louisiana Opening Doors Program,Business as usual,24270,Registered for any course,Progressing in College,1 Semester,Overall - First 2 cohorts,TRUE,537,264,273,264,273,49.4,37.6,,,,0.292050467,11,0.01,0.006372211,,,TRUE,1,,Student,
48436,1910740,Review of Individual Studies,1761,Incredible Years Teacher Classroom Management (IY TCM),Business as usual,24769,Teacher Observation of Classroom Adaptation-Checklist (TOCA-C) prosocial behaviors subscale,Student social interaction,0 Days,Full sample,FALSE,1817,900,917,53,51,4.84,4.67,1.04,1.06,,0.1332603,5,0.06,0.172799658,,,FALSE,1,,Student,
48445,1910638,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Business as usual,24640,CTB/McGraw-Hill Reading Test: Grade 6,Measures of general reading proficiency and English Language Arts,0 Days,Grade 6 proficiency level 2,FALSE,471,64,407,64,407,642,639,21,19,,0.155346874,6,,0.249238108,,,FALSE,2,,Student,
48452,1908108,Effective Advising for Postsecondary Students,257,Louisiana Opening Doors Program,Business as usual,24216,Number of regular credits earned,Progressing in College,1 Semester,Overall - First 2 cohorts,TRUE,537,264,273,264,273,2.5,1.8,,,,,,0.05,,,,TRUE,1,,Student,
48457,1908108,Effective Advising for Postsecondary Students,257,Louisiana Opening Doors Program,Business as usual,24220,"Term GPA, % with GPA 2.0 or greater",Academic achievement,0 Days,Full sample,FALSE,1019,505,514,505,514,38,26.9,,,,0.308956086,12,0.01,0.00019771,,,TRUE,1,Evidence Tier 1,Student,
48461,1908108,Effective Advising for Postsecondary Students,257,Louisiana Opening Doors Program,Business as usual,24220,"Term GPA, % with GPA 2.0 or greater",Academic achievement,2 Semesters,Overall - First 2 cohorts,TRUE,537,264,273,264,273,19.2,13.7,,,,0.244122028,10,0.1,0.08804718,,,FALSE,1,,Student,
48468,1910850,Review of Individual Studies,1759,Early college—Edmunds et al. (2020),Business as usual,25734,Cumulative GPA,College academic achievement,3 Years,Overall - Full sample,TRUE,1255,792,463,792,463,2.63,2.57,0.86,0.87,0.03,0.034713463,1,,0.553405187,,,FALSE,2,,Student,Favorable
48477,1910845,Review of Individual Studies,1764,Enhanced Units (EU),Business as usual,24898,History Unit 2 (WWII),General social studies achievement ,0 Days,Overall - US History Full sample,TRUE,227,105,122,6,6,61.11,53.05,20.77,24.59,0.35,0.350734885,14,0.172,0.009145156,,,TRUE,1,,Student,
48567,1910842,Review of Individual Studies,1792,Early College Expansion Partnership,Business as usual,24966,Cohort dropout rate,Staying in Secondary School,0 Days,Full sample,FALSE,7630,4192,3438,14,15,3.6,4.1,,,,0.081963666,3,0.307,0.877855508,,,FALSE,2,,Student,
48586,1910885,Review of Individual Studies,1773,Science Notebook in a Universal Design for Learning Environment (SNUDLE),Business as usual,24830,Measure of Academic Progress (MAP) Science,General science achievement ,0 Days,Full sample,FALSE,602,338,264,16,13,198.09,198.7,11.86,10.67,0.05,0.054539234,2,,0.785998793,,,FALSE,2,,Student,
48604,1910838,Supporting Postsecondary Success,1629,Growth Mindset,Business as usual,22870,Cumulative GPA,Academic achievement,2 Semesters,Overall - Black; end of spring term,TRUE,308,152,156,152,156,2.48,2.48,0.82,0.79,0.0002,0,0,0.87,1,,,FALSE,1,,Student,
48643,1910842,Review of Individual Studies,1792,Early College Expansion Partnership,Business as usual,28951,College preparatory course success (taking and passing English I and Algebra I or higher),College Readiness,0 Days,Overall - EL students (9th grade),TRUE,7325,3587,3738,14,15,49.9,54,,,,-0.099591408,-4,0.105,0.626925267,,,FALSE,2,,Student,
48690,1910647,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2117,SpellRead PAT,Business as usual,22823,Word Identification Subtest: Woodcock Reading Master Tests - Revised,Word and pseudoword reading,0 Days,P.A.T. v C5th Grade,FALSE,104,59,45,59,45,91.6,91.5,15,15,0.01,0.006617527,0,,0.973392501,,,FALSE,2,,Student,
48691,1910647,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2117,SpellRead PAT,Business as usual,21573,Test of Word Reading Efficiency (TOWRE)- Sight Word Efficiency subtest,Word and pseudoword reading,0 Days,P.A.T v C5th Grade,FALSE,104,59,45,59,45,91.9,89.8,15,15,0.14,0.138968059,6,,0.48470006,,,FALSE,2,,Student,
48702,1910651,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2118,SpellRead PAT plus Corrective Reading plus Wilson Reading,Business as usual,22822,Word Attack Subtest: Woodcock Reading Mastery Test-Revised,Word and pseudoword reading,0 Days,Full sample,FALSE,281,167,114,167,114,99.4,95.5,15,15,0.26,0.259300448,10,0.05,0.034404202,,,FALSE,2,,Student,
48703,1910651,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2118,SpellRead PAT plus Corrective Reading plus Wilson Reading,Business as usual,21574,Test of Word Reading Efficiency (TOWRE)- Phonemic Decoding Efficiency subtest,Word and pseudoword reading,0 Days,Full sample,FALSE,281,167,114,167,114,88.8,87.3,15,15,0.1,0.099730942,4,,0.412686811,,,FALSE,2,,Student,
48706,1910651,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2118,SpellRead PAT plus Corrective Reading plus Wilson Reading,Business as usual,22824,Oral Reading Fluency Subtest: AIMSweb,Passage reading fluency-oral,0 Days,Full sample,FALSE,281,167,114,167,114,98.9,96.1,47,47,0.06,0.059414178,2,,0.62526859,,,FALSE,2,,Student,
48739,1910648,Assisting Students Struggling with Reading: Intervention in Grades 4-9,383,Corrective Reading,Business as usual,21574,Test of Word Reading Efficiency (TOWRE)- Phonemic Decoding Efficiency subtest,Word and pseudoword reading,0 Days,Corrective Reading v C5th grade sample,FALSE,86,55,31,55,31,87.2,85.3,15,15,0.13,0.125532338,5,,0.578013832,,,FALSE,2,,Student,
48784,1910649,Assisting Students Struggling with Reading: Intervention in Grades 4-9,738,Wilson Reading System®,Business as usual,22823,Word Identification Subtest: Woodcock Reading Master Tests - Revised,Word and pseudoword reading,0 Days,Wilson Reading v C5th grade sample,FALSE,91,53,38,53,38,93.4,91.3,15,15,0.14,0.138816901,6,,0.515892963,,,FALSE,2,,Student,
48785,1910649,Assisting Students Struggling with Reading: Intervention in Grades 4-9,738,Wilson Reading System®,Business as usual,21573,Test of Word Reading Efficiency (TOWRE)- Sight Word Efficiency subtest,Word and pseudoword reading,0 Days,Wilson Reading v C5th grade sample,FALSE,91,53,38,53,38,88.3,88.8,15,15,-0.03,-0.033051643,-1,,0.876795376,,,FALSE,2,,Student,
49631,1911039,Review of Individual Studies,1409,Reading Intervention for Adolescents (RIA),Business as usual,25169,Test of Silent Reading Efficiency and Comprehension (TOSREC),English language proficiency,0 Days,Overall - Full sample; Fall 10th Grade,TRUE,295,143,152,143,152,74.62489661,74.7697,12.38174,13.11814,,-0.011313342,0,,0.922705023,,,FALSE,2,,Student,
49659,1910896,Review of Individual Studies,1801,Collaborative Regional Education (CORE) Model,Business as usual,25064,College and Work Readiness Assessment + selected response questions (CWRA+ SRQ),General academic achievement (college),-1 Years,Full sample - Local Study,FALSE,1902,1060,842,22,20,846.24,852.11,152.47,154.73,-0.04,-0.038232308,-2,0.62,0.783758796,,,FALSE,2,,Student,
49682,1910995,Review of Individual Studies,1808,Transition Lessons,Business as usual,25145,Group Reading Assessment and Diagnostic Evaluation (GRADE): Word meaning subtest,English language proficiency,0 Days,Full sample,FALSE,78,39,39,39,39,21.69,22.31,5.36,3.76,,-0.132593659,-5,,0.560363919,,,FALSE,1,,Student,
49719,1907887,English Language Learners,2218,Martha’s True Stories Buddies Program,Business as usual,24375,Gates-MacGinitie Reading Tests (GMRT): Vocabulary subtest,English language proficiency,0 Days,Overall - Grade: 4; native English speakers,TRUE,188,107,81,12,12,,,37.21,40.88,,-0.177744942,-7,,0.438292723,,,FALSE,2,,Student,
49726,1910860,Review of Individual Studies,1200,Higher Achievement,Business as usual,21683,Reading achievement,General Literacy Achievement,0 Days,Full sample,FALSE,645,394,251,394,251,0,-0.05,,,0.05,,2,0.528,0.536367396,,,FALSE,1,,Student,
49730,1910860,Review of Individual Studies,1200,Higher Achievement,Business as usual,26942,English course grade,General Literacy Achievement,0 Days,Overall - Full sample,TRUE,669,414,255,414,255,2.55,2.39,,,0.18,,7,0.017,0.024737169,,,TRUE,1,,Student,
49794,1911066,Supporting Postsecondary Success,1072,Accelerated Study in Associate Programs (ASAP),Business as usual,25312,Number of terms enrolled,Progressing in College,12 Semesters,Full sample,FALSE,896,451,445,451,445,6.5,6.3,3.5,3.5,,0.057094905,2,,0.39360657,,,FALSE,1,,Student,
49800,1911066,Supporting Postsecondary Success,1072,Accelerated Study in Associate Programs (ASAP),Business as usual,23170,Enrolled in any college,Progressing in College,4 Semesters,Overall - Full sample,TRUE,896,451,445,451,445,70.4,62.9,,,,0.204973128,8,,0.018154161,,,TRUE,1,,Student,
49801,1911066,Supporting Postsecondary Success,1072,Accelerated Study in Associate Programs (ASAP),Business as usual,23170,Enrolled in any college,Progressing in College,5 Semesters,Overall - Full sample,TRUE,896,451,445,451,445,61.2,55.1,,,,0.152002654,6,,0.065600777,,,FALSE,1,,Student,
49804,1911066,Supporting Postsecondary Success,1072,Accelerated Study in Associate Programs (ASAP),Business as usual,24611,Earned a degree from any college,Postsecondary degree attainment,3 Semesters,Overall - Full sample,TRUE,896,451,445,451,445,2.9,1.1,,,,0.598145166,23,,0.065626955,,,FALSE,1,,Student,
49807,1911066,Supporting Postsecondary Success,1072,Accelerated Study in Associate Programs (ASAP),Business as usual,24611,Earned a degree from any college,Postsecondary degree attainment,6 Semesters,Overall - Full sample,TRUE,896,451,445,451,445,39.7,22,,,,0.513317644,20,,3.45618513808432E-08,,,TRUE,1,,Student,
45813,1910603,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1448,Passport Reading Journeys,Business as usual,24474,Grade 9 EXPLORE,Measures of general reading proficiency and English Language Arts,0 Days,Full sample,FALSE,514,264,250,264,250,11.99,12.34,2.824,2.889,,-0.122378153,-5,,0.166946413,,,FALSE,1,,Student,
45863,1910602,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1330,Passport to Literacy,Business as usual,21546,Passage Comprehension Subtest: Woodcock-Johnson Tests of Achievement III,Reading Comprehension,2 Weeks,Full sample,FALSE,404,198,206,198,206,488.12,486.98,9.35,9.93,,0.117912615,5,,0.237450348,,,FALSE,1,,Student,
45926,1910586,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2066,Reading intervention 1 (Wanzek & Roberts (2012)),Other intervention,24260,AIMSweb reading maze,Passage reading fluency-silent,0 Days,Full sample: Researcher designed small group vs researcher designed large group,FALSE,257,55,202,55,202,23.5,24.5,9.3,9.9,,-0.101990016,-4,,0.503283928,,,FALSE,1,,Student,
45927,1910586,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2066,Reading intervention 1 (Wanzek & Roberts (2012)),Other intervention,21542,Word Attack Subtest: Woodcock-Johnson Tests of Achievement III,Word and pseudoword reading,0 Days,Full sample: Researcher designed small group vs researcher designed large group,FALSE,244,50,194,50,194,95.8,95.2,8.8,11.5,,0.054342088,2,,0.732204084,,,FALSE,1,,Student,
45929,1910586,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2066,Reading intervention 1 (Wanzek & Roberts (2012)),Other intervention,21574,Test of Word Reading Efficiency (TOWRE)- Phonemic Decoding Efficiency subtest,Word and pseudoword reading,0 Days,Full sample: Researcher designed small group vs researcher designed large group,FALSE,244,50,194,50,194,95.7,93.7,14.9,14.6,,0.135990907,5,,0.392409084,,,FALSE,1,,Student,
45945,1910630,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Unknown,25087,"Terra Nova, 2nd Edition, Reading subscore",Measures of general reading proficiency and English Language Arts,0 Days,Cohort 2 (9th grade during the 2004-2005 academic year) ,FALSE,1630,815,815,815,815,41.2,38.3,8.9,12.2,0.27,0.271454976,11,,1.02710803639994E-07,,,TRUE,2,Evidence Tier 2,Student,
46006,1910609,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1912,TEXTS,Business as usual,24418,Test of Narrative Language Skills (TNL),Listening comprehension,0 Days,Teaching Expository Text Structure (TEXTS) intervention vs. business-as-usual (4th grade),FALSE,216,103,113,103,113,31.15,31.01,3.38,3.63,0.04,0.039711459,2,,0.770967653,,,FALSE,1,,Student,
46010,1910609,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1912,TEXTS,Business as usual,24505,"Gates-MacGinitie Reading Tests (GMRT): Total	",Measures of general reading proficiency and English Language Arts,0 Days,Teaching Expository Text Structure (TEXTS) intervention vs. business-as-usual (4th grade),FALSE,216,103,113,103,113,24.53,25.17,7.86,8.54,-0.08,-0.077558286,-3,,0.569875473,,,FALSE,1,,Student,
46046,1910620,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Business as usual,24278,Stanford Achievement Test 10th edition (SAT-10) - reading comprehension subtest,Reading Comprehension,3 Years,Full sample - 3 years of exposure to READ 180,FALSE,1023,552,471,10,9,641.74,641.17,22.83,23.91,0.06,0.060384077,2,0.398,0.518875924,0.023,,FALSE,1,,Student,
46047,1910620,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Business as usual,23069,Stanford Achievement Test-10 (SAT-10),Measures of general reading proficiency and English Language Arts,1 Year,Overall - Full sample - 1 year of READ 180 exposure,TRUE,2555,1350,1205,10,9,599.1,597.88,24.91,26.58,0.03,0.027217603,1,0.397,0.609315449,0.006,,FALSE,1,,Student,
46073,1910644,Assisting Students Struggling with Reading: Intervention in Grades 4-9,464,Fast ForWord®,Business as usual,25083,"Comprehensive Test of Basic Skills, 5th Edition (CTBS/5): Terra Nova Total Reading",Measures of general reading proficiency and English Language Arts,0 Days,Full sample (intent-to-treat analyses that include complete cases and eliminate outliers),FALSE,180,86,94,86,94,,,30.169,31.846,0.21,0.006829532,0,0.049,0.963545792,,,FALSE,2,,Student,
46150,1910652,Promoting Social and Behavioral Success for Learning in Elementary Schools,1612,Stability balls,Business as usual,21435,Momentary Time Sampling of On-task Behavior (MTS) - Interactions with a Teacher,Student engagement in school,0 Days,This sample is a random sample of 4 students from each of 4 classrooms (part of the larger cluster RCT) that were randomized to treatment and control,FALSE,16,8,8,2,2,35,33,,,0.5,1.047493664,,0,0.470968714,,,TRUE,1,,Student,Favorable
46227,1910646,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,After-school programs,21573,Test of Word Reading Efficiency (TOWRE)- Sight Word Efficiency subtest,Word and pseudoword reading,0 Days,Overall - Full sample,TRUE,264,133,131,133,131,95.79,97.56,10.62,11.25,0.11,0.106668507,4,0.17,0.387313064,,,FALSE,2,,Student,
